"","V1","V2","V3","V4","V5","V6","V7","V8"
"ARG1",9,0,2,0,0,0,0,0
"ARG2",2689,689,967,213,760,267,58,0
"ARGLU1A",3922,1250,687,379,674,308,113,0
"ARGLU1B",3923,1339,791,294,464,250,84,0
"ARHGAP1",895,257,169,75,185,45,20,0
"ARHGAP10",100,36,16,21,12,15,1,0
"ARHGAP11A",4610,1522,1096,377,600,559,72,0
"ARHGAP12A",185,64,44,5,30,3,8,0
"ARHGAP12B",668,153,56,42,65,9,11,0
"ARHGAP15",0,0,0,1,1,1,0,0
"ARHGAP17A",241,92,50,44,23,70,6,0
"ARHGAP17B",582,159,89,38,93,39,10,0
"ARHGAP25",23,9,2,2,7,1,0,0
"ARHGAP28",64,26,18,9,2,9,1,0
"ARHGAP29B",255,81,60,28,22,23,3,0
"ARHGAP4A",127,41,54,4,13,16,4,0
"ARHGAP6",72,15,2,6,4,3,1,0
"ARHGDIA",4684,1952,878,517,730,501,105,0
"ARHGDIG",2044,560,318,182,293,194,32,0
"ARHGEF11",375,76,50,33,44,44,0,0
"ARHGEF18A",444,197,109,121,47,67,8,0
"ARHGEF1A",30,1,0,1,24,0,2,0
"ARHGEF1B",459,161,54,60,68,43,1,0
"ARHGEF3",7,1,0,0,0,0,0,0
"ARHGEF39",1008,407,197,98,193,135,25,0
"ARHGEF3L",19,7,5,0,1,0,0,0
"ARHGEF7A",211,92,47,30,75,46,8,0
"ARHGEF7B",161,115,95,10,39,33,2,0
"ARHGEF9B",0,2,1,0,2,2,0,0
"ARID1AA",387,160,50,79,76,38,1,0
"ARID2",6623,2280,1460,528,905,635,154,0
"ARID3A",6,1,11,0,1,0,0,0
"ARID3B",6354,2079,1425,691,1082,640,214,0
"ARID4A",5919,1936,1060,586,690,291,89,0
"ARID5B",6,6,0,1,5,0,0,0
"ARIH1",1868,580,328,147,231,147,29,0
"ARIH1L",3033,1085,448,285,469,317,69,0
"ARIH2",4499,1523,924,451,758,438,135,0
"ARL1",4340,1432,738,399,615,332,90,0
"ARL11",415,147,69,52,50,19,5,0
"ARL13A",551,150,91,157,87,45,2,0
"ARL13B",877,167,180,70,68,62,31,0
"ARL14",5,0,0,0,0,0,0,0
"ARL14EP",4006,1436,614,354,711,225,118,0
"ARL15A",0,7,0,0,0,1,0,0
"ARL16",12286,5081,2257,914,1633,539,126,0
"ARL2",499,168,89,37,58,69,19,0
"ARL2BP",772,310,176,62,122,72,3,0
"ARL3",771,193,120,100,90,91,17,0
"ARL3L1",292,132,86,62,95,25,12,0
"ARL3L2",13,3,2,0,1,1,0,0
"ARL4AA",177,50,14,16,16,27,0,0
"ARL4AB",708,118,574,57,440,110,29,0
"ARL4CA",3,2,1,0,0,0,0,0
"ARL4CB",373,83,138,71,41,20,7,0
"ARL4D",726,160,380,151,94,142,3,0
"ARL5A",1025,474,160,83,207,98,4,0
"ARL5C",4069,1282,582,259,567,533,20,0
"ARL6",848,381,179,50,136,68,24,0
"ARL6IP1",3474,1188,597,288,499,198,85,0
"ARL6IP4",6863,2166,1172,601,998,383,212,0
"ARL6IP5A",547,316,214,157,146,170,10,0
"ARL6IP5B",3308,1549,663,280,423,384,52,0
"ARL6IP6",429,141,70,45,92,31,21,0
"ARL8",2334,732,496,235,290,226,31,0
"ARL8A",2660,1074,504,259,428,255,32,0
"ARL8BA",104,27,15,3,11,8,2,0
"ARL9",1154,417,220,126,142,97,10,0
"ARMC1",1561,572,293,143,218,295,79,0
"ARMC1L",2194,713,380,169,320,154,61,0
"ARMC7",178,95,27,27,38,6,2,0
"ARMC8",358,118,100,46,63,29,2,0
"ARNT",440,110,127,60,66,54,6,0
"ARNT2",306,109,78,19,38,32,10,0
"ARNTL1A",115,35,15,7,13,30,3,0
"ARNTL1B",31,11,5,9,11,7,2,0
"ARNTL2",457,175,47,46,43,50,3,0
"ARPC1A",5981,2191,1314,463,910,608,134,0
"ARPC1B",10,1,5,7,0,5,2,0
"ARPC2",7280,2520,1420,732,1170,483,171,0
"ARPC3",4657,1439,753,239,599,129,118,0
"ARPC4",2045,612,285,210,276,291,45,0
"ARPC4L",620,224,69,35,59,65,6,0
"ARPC5A",2992,982,755,309,417,231,114,0
"ARPC5B",364,150,65,63,66,34,9,0
"ARPC5LA",1076,384,136,34,138,72,25,0
"ARPC5LB",224,56,18,7,25,13,0,0
"ARPP19A",1146,280,214,86,153,89,36,0
"ARPP19B",3329,1214,718,337,435,456,46,0
"ARR3A",9,2,5,0,0,1,0,0
"ARRB1",1,0,0,0,0,0,0,0
"ARRB2A",3153,1049,554,301,394,220,31,0
"ARRB2B",541,223,199,26,42,34,29,0
"ARRDC1A",657,259,105,115,91,68,11,0
"ARRDC2",109,48,22,7,4,15,2,0
"ARRDC3A",200,48,23,3,44,5,20,0
"ARRDC3B",491,221,59,27,78,87,23,0
"ARSA",208,60,21,20,21,5,16,0
"ARSG",24,4,10,1,2,5,0,0
"ARSK",63,30,24,4,4,4,5,0
"ARV1",940,392,73,108,88,82,8,0
"ARVCFB",155,33,44,25,30,12,0,0
"ARXA",1,1,0,0,0,0,0,0
"AS3MT",108,43,78,1,27,1,2,0
"ASAH1A",942,303,180,88,121,72,10,0
"ASAH1B",14,2,1,1,3,0,0,0
"ASAH2",13,0,1,21,0,2,0,0
"ASAP1A",58,20,6,2,5,0,0,0
"ASAP2A",422,193,117,45,120,37,40,0
"ASAP2B",69,23,4,82,12,8,0,0
"ASAP3",53,32,22,12,5,1,1,0
"ASB1",34,14,8,2,1,1,0,0
"ASB11",10106,4193,1115,1304,1503,1401,272,0
"ASB12A",403,93,151,13,71,47,0,0
"ASB12B",0,1,0,0,0,0,0,0
"ASB13A.1",181,131,28,24,36,26,1,0
"ASB13A.2",221,47,7,15,42,12,2,0
"ASB15B",6,0,0,0,0,2,0,0
"ASB16",5,3,6,0,0,0,1,0
"ASB2B",0,4,1,0,0,0,0,0
"ASB3",632,196,135,38,67,94,24,0
"ASB4",24,2,0,0,1,0,0,0
"ASB5B",56,27,6,13,8,1,0,0
"ASB6",194,34,18,0,35,1,7,0
"ASB7",223,99,49,10,37,28,4,0
"ASB8",100,77,44,2,17,9,0,0
"ASCC1",315,150,101,20,63,56,1,0
"ASCC2",134,54,46,12,20,29,0,0
"ASCL1B",32,6,0,0,0,0,0,0
"ASF1BA",818,323,196,80,66,53,13,0
"ASF1BB",162,92,31,28,19,47,1,0
"ASH2L",4234,1597,696,299,610,419,131,0
"ASIC1A",24,6,3,0,19,0,0,0
"ASIC1B",34,20,1,5,4,1,1,0
"ASIC1C",8,0,0,0,0,0,0,0
"ASIC2",95,18,9,17,10,51,0,0
"ASIC4A",4,1,0,0,0,2,0,0
"ASIC4B",31,12,8,7,3,3,1,0
"ASL",1503,439,189,76,191,98,17,0
"ASMT",71,1,14,0,20,2,2,0
"ASMTL",215,78,46,37,65,34,2,0
"ASNA1",6510,2259,1267,391,1055,514,178,0
"ASNS",715,254,152,141,122,139,3,0
"ASNSD1",350,84,105,53,69,28,5,0
"ASPA",207,97,34,29,29,41,14,0
"ASPDH",0,0,3,0,0,0,0,0
"ASPG",1354,413,198,103,198,203,17,0
"ASPH",5752,2111,1313,565,869,546,160,0
"ASPHD2",2,9,1,2,5,0,0,0
"ASPM",4571,1587,702,342,632,503,102,0
"ASPN",4,1,0,5,0,0,0,0
"ASPSCR1",1893,592,354,172,284,72,17,0
"ASRGL1",603,139,102,70,122,57,20,0
"ASS1",7035,2511,1338,867,932,494,100,0
"ASTE1",0,0,0,0,1,1,0,0
"ASUN",4229,1418,894,457,473,450,96,0
"ASZ1",844,386,155,60,173,69,20,0
"ATAD1A",702,309,220,81,159,133,8,0
"ATAD1B",1524,519,341,171,214,217,42,0
"ATAD3B",1910,687,325,194,250,123,50,0
"ATAD5B",73,45,16,1,22,15,0,0
"ATAT1",82,57,24,6,7,14,6,0
"ATE1",6,22,1,9,0,0,0,0
"ATF1",2870,1151,501,382,414,487,63,0
"ATF3",225,70,20,27,47,14,7,0
"ATF4B1",2923,1033,491,248,338,243,26,0
"ATF4B2",2284,891,354,208,309,414,35,0
"ATF5A",19,36,11,0,0,8,0,0
"ATF6",374,119,121,28,61,38,28,0
"ATF6B",284,103,62,77,50,25,7,0
"ATF7A",24,23,2,0,8,11,5,0
"ATF7B",139,91,21,8,13,18,4,0
"ATF7IP",3492,1128,540,309,412,446,80,0
"ATG10",361,207,146,48,88,10,9,0
"ATG101",1030,596,129,115,133,61,7,0
"ATG12",282,148,101,45,50,5,9,0
"ATG13",2162,754,434,144,301,219,38,0
"ATG16L1",1374,399,202,143,167,92,24,0
"ATG3",518,245,146,26,81,56,18,0
"ATG4A",906,262,162,46,115,64,1,0
"ATG4B",182,78,21,18,9,24,3,0
"ATG4C",776,334,123,73,116,53,11,0
"ATG5",615,261,152,62,29,24,14,0
"ATG9A",42,25,4,0,17,2,0,0
"ATG9B",374,79,63,30,42,49,17,0
"ATHL1",438,214,34,23,47,50,5,0
"ATIC",1779,614,329,79,253,156,40,0
"ATL1",37,7,12,5,1,1,0,0
"ATL2",879,307,147,54,114,49,3,0
"ATL3",652,213,99,64,97,75,15,0
"ATOH1A",3,0,3,0,0,8,0,0
"ATOH1B",6,0,0,0,0,1,4,0
"ATOH7",15,10,0,0,1,0,0,0
"ATOX1",906,325,141,36,90,31,25,0
"ATP10D",117,44,25,16,17,16,2,0
"ATP13A",1408,453,239,136,176,123,22,0
"ATP13A2",583,210,106,60,139,99,2,0
"ATP1A1A.1",20107,6807,3582,1779,3105,1768,549,0
"ATP1A1A.2",146,51,32,5,9,17,3,0
"ATP1A1A.3",38,3,7,5,6,6,0,0
"ATP1A1A.4",642,224,141,45,75,79,13,0
"ATP1A1A.5",36,15,6,3,11,7,0,0
"ATP1A1B",72,24,12,3,8,10,0,0
"ATP1A2A",45,39,20,8,12,14,1,0
"ATP1A3A",38,15,3,0,4,14,1,0
"ATP1A3B",29,24,4,2,8,2,1,0
"ATP1B1A",12971,4900,1710,1162,1808,1252,322,0
"ATP1B1B",42,9,16,6,9,3,0,0
"ATP1B2A",69,7,2,3,0,2,1,0
"ATP1B2B",17,10,2,5,4,7,0,0
"ATP1B3A",1119,194,229,35,72,50,4,0
"ATP1B3B",880,273,217,115,117,165,32,0
"ATP2A1",46,5,8,5,1,8,0,0
"ATP2A1L",42,15,8,9,0,8,0,0
"ATP2A2A",488,120,75,32,51,76,4,0
"ATP2A2B",4206,1445,763,417,570,740,124,0
"ATP2B1A",14374,5582,3156,1610,2120,1400,306,0
"ATP2B1B",176,40,48,40,16,27,5,0
"ATP2B3A",39,12,4,10,8,2,0,0
"ATP2B3B",19,9,4,0,1,5,0,0
"ATP2B4",1876,570,393,212,236,120,41,0
"ATP5A1",13397,4998,2608,1183,1850,1318,247,0
"ATP5B",13371,3923,2185,925,1328,1155,165,0
"ATP5C1",8461,2680,1465,600,1160,546,211,0
"ATP5D",683,267,97,39,58,17,6,0
"ATP5F1",7351,2548,1374,507,946,376,158,0
"ATP5G1",4332,1263,931,503,487,495,134,0
"ATP5G3A",15967,5159,2931,1231,2059,804,464,0
"ATP5G3B",770,252,187,93,92,118,18,0
"ATP5H",422,42,49,41,45,46,2,0
"ATP5IA",945,349,160,19,227,106,39,0
"ATP5IB",7861,3020,1434,516,1003,367,166,0
"ATP5J",1868,725,376,150,279,109,59,0
"ATP5L",2436,790,547,169,253,183,44,0
"ATP5O",2740,784,483,170,353,267,43,0
"ATP5S",215,100,41,12,31,16,6,0
"ATP6AP1B",829,374,186,95,103,94,29,0
"ATP6AP2",1064,448,206,117,167,101,26,0
"ATP6V0A1A",480,276,110,45,98,60,12,0
"ATP6V0A1B",17,6,18,5,1,6,0,0
"ATP6V0A2B",318,175,49,36,32,62,1,0
"ATP6V0B",250,120,20,17,53,49,2,0
"ATP6V0CA",5595,2231,1145,543,740,645,127,0
"ATP6V0CB",28,25,36,19,10,24,7,0
"ATP6V0D1",399,88,35,23,48,40,9,0
"ATP6V0E",2280,873,541,135,236,98,71,0
"ATP6V1AA",501,161,84,83,116,68,1,0
"ATP6V1B2",80,5,16,15,26,1,0,0
"ATP6V1BA",797,282,88,79,108,99,19,0
"ATP6V1C1A",447,166,130,28,43,47,13,0
"ATP6V1C1B",374,97,106,21,37,23,3,0
"ATP6V1D",651,400,138,141,121,131,30,0
"ATP6V1E1B",633,178,103,21,42,94,8,0
"ATP6V1F",783,182,140,11,126,70,24,0
"ATP6V1G1",3191,1194,655,301,536,238,114,0
"ATP6V1H",224,110,20,12,27,47,13,0
"ATP7A",40,39,21,10,11,15,2,0
"ATP8A1",359,118,44,51,41,45,3,0
"ATP9B",9,25,9,6,6,0,0,0
"ATPAF1",2087,741,488,172,411,136,32,0
"ATPAF2",179,125,25,33,26,80,0,0
"ATPIF1A",12269,4058,2459,788,1568,456,364,0
"ATPIF1B",925,290,361,128,67,149,31,0
"ATPV0E2",190,82,26,24,48,23,0,0
"ATRAID",9,1,0,0,0,0,0,0
"ATRIP",679,194,116,108,145,46,9,0
"ATRN",122,60,20,4,1,29,2,0
"ATRX",14557,4318,2927,1393,2011,1148,307,0
"ATXN10",35,19,4,8,0,3,0,0
"ATXN1A",93,51,41,4,14,9,0,0
"ATXN2",192,102,51,16,28,56,8,0
"ATXN2L",5438,1886,1025,406,721,795,128,0
"ATXN3",352,91,62,10,52,63,6,0
"ATXN7L2A",2620,890,466,168,376,196,33,0
"ATXN7L2B",2051,875,492,208,277,139,52,0
"ATXN7L3",220,71,36,31,25,45,1,0
"AUH",1286,457,193,168,203,193,37,0
"AUP1",2385,704,372,205,384,240,24,0
"AURKA",9127,3260,1623,652,1193,622,307,0
"AURKAIP1",6791,2246,1613,379,1045,664,146,0
"AURKB",6220,2005,1076,473,727,348,132,0
"AVD",12983,5454,2529,1224,2184,1552,235,0
"AVEN",2137,800,345,146,323,264,42,0
"AVIL",0,1,0,2,0,0,0,0
"AVL9",123,120,29,5,2,30,1,0
"AVPR2L",53,24,15,4,14,0,0,0
"AXDND1",4,0,2,0,3,0,0,0
"AXIN1",6922,2406,1363,511,836,339,138,0
"AXIN2",1341,223,521,81,112,114,24,0
"AZI2",2428,797,412,175,316,184,25,0
"AZIN1A",175,44,9,2,27,2,0,0
"AZIN1B",508,161,91,82,87,56,14,0
"B2M",253,144,62,5,137,16,5,0
"B2ML",252,149,43,16,93,16,0,0
"B3GALNT2",70,22,13,8,0,2,0,0
"B3GALT2",57,7,1,10,8,3,0,0
"B3GALT6",31,0,1,0,12,5,1,0
"B3GAT1A",0,0,2,0,0,0,0,0
"B3GAT2",5,1,0,0,0,0,0,0
"B3GAT3",556,245,98,44,59,83,10,0
"B3GNT1",22,15,7,2,15,9,2,0
"B3GNT2B",392,120,166,44,66,55,1,0
"B3GNT3",12,6,1,1,7,5,0,0
"B3GNT5A",339,145,111,345,109,52,2,0
"B3GNT5B",306,86,44,45,49,42,10,0
"B3GNT7",15,4,7,1,0,0,0,0
"B3GNT7L",39,10,9,2,0,20,0,0
"B3GNTL1",222,49,78,28,10,34,2,0
"B4GALNT1A",52,43,5,9,2,4,1,0
"B4GALT1",26,39,0,8,0,1,0,0
"B4GALT4",29,22,1,2,23,0,0,0
"B4GALT5",20,9,5,1,1,6,1,0
"B4GALT6",1290,473,376,179,184,152,29,0
"B4GALT7",563,261,74,59,83,76,11,0
"B9D1",340,85,83,6,11,24,3,0
"B9D2",636,303,117,33,79,90,20,0
"BA1",6,9,0,0,0,0,0,0
"BA1L",28,1,9,0,0,3,0,0
"BA2",11,0,0,0,0,0,0,0
"BABAM1",796,284,140,57,65,87,24,0
"BACE1",21,3,3,5,1,1,0,0
"BACH1",913,357,184,139,124,88,13,0
"BADB",668,279,131,129,121,74,4,0
"BAG1",1587,386,299,97,149,118,8,0
"BAG2",4,0,8,2,0,0,0,0
"BAG3",213,38,10,11,12,17,12,0
"BAG4",3296,1392,544,243,433,582,96,0
"BAG5",581,256,163,30,79,51,9,0
"BAG6",4020,1240,658,220,538,262,56,0
"BAIAP2A",675,393,199,61,104,91,8,0
"BAIAP2L1A",1233,492,231,79,229,82,8,0
"BAIAP2L1B",169,52,73,20,14,17,0,0
"BAIAP2L2",1,0,2,0,4,0,0,0
"BAMBIA",45371,8499,6029,2262,1176,2705,458,0
"BAMBIB",61,6,7,7,0,5,0,0
"BANF1",15791,5275,2954,1375,2125,1801,338,0
"BANP",328,209,120,25,61,49,1,0
"BAP1",1391,372,336,83,172,128,15,0
"BARHL1A",31,15,19,0,5,0,0,0
"BARHL2",17,0,0,0,2,0,0,0
"BARX1",16,10,0,1,0,0,0,0
"BASP1",22,3,1,0,0,0,0,0
"BAT1",1514,316,219,81,116,103,17,0
"BATF",172,79,37,24,20,16,0,0
"BATF3",10,0,0,0,14,1,0,0
"BAXA",2480,749,474,250,345,239,31,0
"BAXB",17,25,18,24,0,7,0,0
"BAZ2A",3424,1185,671,307,407,258,83,0
"BBC3",74,12,6,7,3,11,0,0
"BBIP1",587,148,123,33,76,64,19,0
"BBOX1",174,61,14,5,22,15,0,0
"BBS1",166,36,13,31,6,9,2,0
"BBS10",99,17,5,15,8,19,0,0
"BBS2",37,8,5,4,6,5,0,0
"BBS4",526,159,99,50,62,52,10,0
"BBS5",79,29,28,0,21,21,0,0
"BBS7",69,33,25,6,2,0,13,0
"BC2",5383,1944,1078,451,816,362,121,0
"BCAM",7,0,7,0,0,0,0,0
"BCAN",78,61,8,12,3,13,1,0
"BCAP29",405,80,75,56,28,65,4,0
"BCAP31",4411,1510,762,373,540,482,102,0
"BCAR1",203,30,83,11,47,0,10,0
"BCAR3",44,2,6,22,1,2,0,0
"BCAS2",19398,5722,3754,1542,2401,1331,510,0
"BCAS3",2054,682,387,185,411,163,38,0
"BCAT1",57,7,8,1,8,3,0,0
"BCAT2",902,220,151,104,112,187,13,0
"BCCIP",3224,943,534,295,397,121,65,0
"BCKDHA",4130,1628,758,311,431,384,75,0
"BCKDHB",3411,1023,626,220,438,274,50,0
"BCKDK",9085,2686,1874,810,1095,1004,232,0
"BCL11AA",13,9,0,2,3,0,0,0
"BCL11AB",2,5,0,0,1,2,0,0
"BCL11BA",1,0,0,1,0,0,0,0
"BCL2A",58,27,2,7,0,4,0,0
"BCL2L1",259,87,44,23,74,26,13,0
"BCL2L10",3193,1189,634,265,548,423,71,0
"BCL2L13",508,207,88,51,70,103,14,0
"BCL6A",66,26,6,23,7,5,0,0
"BCL6AB",70,34,7,4,9,26,3,0
"BCL7A",5781,1985,1183,402,717,407,136,0
"BCL7BA",1594,562,358,181,214,226,29,0
"BCL7BB",3509,1245,777,227,538,371,130,0
"BCL9",2543,1165,447,222,246,358,49,0
"BCL9L",16,15,11,5,16,2,0,0
"BCMO1",153,26,13,33,36,6,1,0
"BCMO1L",8,3,5,0,0,2,0,0
"BCO2A",2,5,0,0,0,0,0,0
"BCO2L",51,17,2,1,8,5,0,0
"BCOR",840,279,206,101,117,131,10,0
"BCS1L",167,59,35,8,44,30,15,0
"BDH1",43,40,0,14,12,0,0,0
"BDH2",129,47,43,5,31,24,3,0
"BDKRB1",1,5,0,0,0,0,0,0
"BDNF",63,9,16,5,1,3,0,0
"BECN1",142,62,23,31,12,3,0,0
"BEND3",64,9,3,4,11,3,0,0
"BET1",220,30,26,9,72,2,11,0
"BET1L",172,123,10,2,20,31,4,0
"BFB",1,0,0,0,1,1,0,0
"BFSP2",5,0,0,0,0,0,0,0
"BGLAPL",25,5,6,0,11,3,0,0
"BGNA",1,0,1,0,0,0,0,0
"BGNB",43,28,42,0,37,14,0,0
"BHLHA9",1,0,0,0,0,4,0,0
"BHLHE22",13,0,0,1,0,0,0,0
"BHLHE23",1,0,0,0,0,0,0,0
"BHLHE40",5,1,0,1,0,1,0,0
"BHLHE41",3,0,0,0,3,0,0,0
"BHMT",27,7,5,9,5,8,0,0
"BICC2",2,0,0,3,3,0,0,0
"BIDA",9,11,7,1,38,19,0,0
"BIK",42,2,0,1,14,2,0,0
"BIN1B",494,104,61,56,33,31,2,0
"BIN2A",88,44,8,18,0,14,2,0
"BIN2B",1518,508,254,173,203,136,17,0
"BIN3",450,158,118,87,68,103,20,0
"BIRC2",182,83,48,17,54,40,3,0
"BIRC5A",9077,2784,1711,738,1375,685,269,0
"BIRC5B",524,196,69,35,80,57,44,0
"BIRC7",22,0,0,7,2,0,0,0
"BLCAP",3516,1199,556,357,356,454,45,0
"BLF",18515,10108,3201,1754,1819,2851,40,0
"BLK",2,0,0,0,0,9,0,0
"BLMH",979,326,241,124,136,63,21,0
"BLNK",10,0,0,2,0,1,0,0
"BLOC1S2",277,68,50,22,16,57,14,0
"BLOC1S3",51,26,20,4,6,19,13,0
"BLOC1S4",1042,406,189,54,111,73,28,0
"BLOC1S5",223,50,43,31,24,15,7,0
"BLOC1S6",567,228,106,35,72,59,64,0
"BLVRA",572,227,64,54,49,24,7,0
"BLVRB",4278,1767,1015,483,679,470,53,0
"BLZF1",4775,1476,1069,465,727,462,96,0
"BMB",439,203,83,35,60,54,26,0
"BMF1",4,0,1,2,0,1,0,0
"BMF2",3,1,0,3,6,0,1,0
"BMI1A",778,412,225,129,144,199,2,0
"BMI1B",1099,381,135,89,173,129,11,0
"BMP10",2,0,0,5,0,0,0,0
"BMP15",454,234,129,41,37,47,20,0
"BMP16",5,5,2,1,3,2,0,0
"BMP1A",1204,347,106,99,118,70,15,0
"BMP1B",70,31,41,2,16,57,0,0
"BMP2A",1,2,0,0,0,0,0,0
"BMP2B",1102,216,266,91,22,37,16,0
"BMP2K",1865,481,360,267,227,345,48,0
"BMP3",2,1,0,10,0,4,0,0
"BMP4",5114,517,818,170,197,202,88,0
"BMP6",44,3,0,4,0,3,0,0
"BMP7A",3936,773,719,223,202,231,22,0
"BMP7B",6,1,0,0,0,1,1,0
"BMP8A",82,22,13,20,28,1,2,0
"BMPER",327,35,25,17,6,2,8,0
"BMPR1AA",2181,726,490,203,181,414,42,0
"BMPR1AB",445,168,57,44,72,19,6,0
"BMPR1BA",199,103,33,40,5,14,0,0
"BMPR1BB",73,12,8,1,6,6,3,0
"BMPR2A",10,5,3,2,2,0,0,0
"BMPR2B",72,32,26,20,20,26,0,0
"BMS1",7462,2460,1295,574,971,674,157,0
"BNC2",22,4,0,3,3,5,0,0
"BNIP2",117,17,7,20,18,20,0,0
"BNIP3LA",71,21,3,1,14,11,0,0
"BNIP3LB",1682,543,240,157,284,175,82,0
"BNIP4",2699,837,305,169,217,293,120,0
"BNIPL",17,9,5,15,2,1,0,0
"BOC",968,195,138,76,150,79,13,0
"BOD1",2133,714,412,180,388,245,64,0
"BOKA",53,9,0,1,1,1,0,0
"BOKB",1029,445,199,82,152,116,3,0
"BOLA1",1081,386,257,100,178,132,40,0
"BOP1",3393,1146,605,290,467,285,60,0
"BORA",1320,603,361,127,257,239,27,0
"BPGM",105,116,37,16,34,29,0,0
"BPNT1",1718,685,428,132,169,193,28,0
"BRAF",406,157,67,35,37,33,7,0
"BRAP",295,85,30,7,46,36,9,0
"BRAT1",111,20,30,3,9,13,3,0
"BRCA2",1053,453,237,133,272,90,39,0
"BRD1B",4151,1215,938,414,553,409,119,0
"BRD2A",12831,4459,2388,1283,1912,893,303,0
"BRD2B",1694,705,299,171,214,107,28,0
"BRD3A",38051,13185,7478,3145,5269,3008,957,0
"BRD3B",4395,1553,736,357,624,501,86,0
"BRD4",9826,3394,1828,920,1437,999,227,0
"BRD7",10533,3652,2227,979,1498,1124,320,0
"BRD8",3234,1041,535,274,476,503,38,0
"BRD9",1661,630,400,113,230,95,48,0
"BRE",447,239,106,45,90,69,13,0
"BRF1A",1509,677,327,149,159,179,20,0
"BRF1B",129,25,19,16,6,6,0,0
"BRF2",608,180,81,73,106,67,6,0
"BRI3",1945,708,390,195,351,220,72,0
"BRI3BP",298,123,94,23,89,38,12,0
"BRINP3A",55,9,2,6,0,5,5,0
"BRIP1",297,62,19,20,34,36,5,0
"BRMS1",46,23,24,1,6,3,0,0
"BRMS1LA",2331,798,266,159,248,141,64,0
"BROX",438,185,75,23,91,41,7,0
"BRPF1",710,218,97,60,116,44,20,0
"BSCL2",146,39,15,11,2,17,0,0
"BSCL2L",21,1,8,3,1,0,0,0
"BSDC1",3747,1019,798,286,448,260,43,0
"BSG",11691,3228,2044,990,1813,2273,336,0
"BSK146",11,5,3,1,2,0,0,0
"BSX",2,0,4,12,1,0,0,0
"BTBD10A",1488,475,282,151,240,194,29,0
"BTBD11A",2,0,3,0,0,0,0,0
"BTBD2A",154,84,19,21,17,14,9,0
"BTBD3A",1547,573,252,127,112,165,68,0
"BTBD6A",2,19,2,0,0,0,0,0
"BTBD6B",456,138,95,30,94,77,4,0
"BTBD7",112,14,28,12,9,32,5,0
"BTBD9",121,65,31,11,3,42,0,0
"BTC",21,0,0,0,0,4,0,0
"BTD",322,82,71,50,24,26,5,0
"BTF3",1660,529,398,284,221,316,63,0
"BTF3L4",9237,3150,1992,804,1449,522,226,0
"BTG1",1262,490,234,161,148,90,24,0
"BTG2",8537,3096,2093,1269,1551,1439,180,0
"BTG3",2240,880,381,177,374,211,53,0
"BTG4",118,67,31,16,44,31,2,0
"BTR02",129,23,2,22,6,16,0,0
"BTR06",189,47,47,53,39,35,1,0
"BTR09",24,38,2,6,8,1,0,0
"BTR12",1945,620,386,188,349,129,38,0
"BTR16",29,10,18,6,2,4,0,0
"BTR18",27,11,3,10,8,6,0,0
"BTR22",64,62,6,2,1,23,0,0
"BTR29",56,20,5,6,11,11,0,0
"BTR30",134,145,7,103,38,31,3,0
"BTY",34,28,6,9,3,12,0,0
"BUB3",1348,456,270,151,235,78,42,0
"BUC",1003,395,181,105,124,240,20,0
"BUD31",35686,12108,6930,2857,4873,2276,721,0
"BVES",41,5,6,0,4,0,0,0
"BXDC2",8162,2683,1165,611,727,572,252,0
"BYSL",978,312,144,65,125,86,33,0
"BZW1A",13577,4565,2447,1464,1876,1300,222,0
"BZW1B",10649,3554,1941,1352,1688,1370,85,0
"BZW2",505,205,210,93,70,97,20,0
"C10ORF11",61,38,34,0,4,14,7,0
"C1D",3648,1262,546,273,500,459,65,0
"C1GALT1A",104,37,11,0,8,15,2,0
"C1GALT1B",559,175,93,92,52,73,25,0
"C1GALT1C1",141,63,19,38,56,9,1,0
"C1ORF109",2120,649,411,138,285,146,44,0
"C1QA",1,0,1,1,0,0,0,0
"C1QB",2855,202,489,128,319,55,102,0
"C1QBP",8654,3036,1601,782,1109,708,107,0
"C1QC",36,17,3,6,4,0,0,0
"C1QL3B",5,2,1,0,2,1,1,0
"C1QTNF1",1,2,0,4,3,0,0,0
"C1QTNF3",647,117,149,29,81,81,16,0
"C1QTNF4",16,18,0,0,0,0,0,0
"C1QTNF9",40,25,2,3,3,6,12,0
"C1R",2,1,1,0,0,0,0,0
"C1S",3,19,0,0,3,0,0,0
"C20ORF24",6642,2290,1239,424,860,562,191,0
"C21ORF59",964,527,188,97,211,63,18,0
"C2CD2L",228,103,24,36,27,16,1,0
"C3A",4,2,3,6,2,0,0,0
"C3B",558,248,118,72,80,89,7,0
"C3C",6,2,0,3,6,0,0,0
"C3ORF33",26,36,1,9,0,9,0,0
"C6",31,1,3,2,2,0,0,0
"C6AST1",0,2,0,0,0,0,0,0
"C6AST3",1,5,0,0,0,0,0,0
"C6AST4",0,6,0,0,0,0,0,0
"C8A",3,0,0,0,0,4,0,0
"C8B",0,6,1,1,2,0,1,0
"C8G",13,3,1,0,1,1,0,0
"C9",7,0,0,1,0,0,0,0
"CA10A",29,27,3,0,0,7,5,0
"CA15B",220,67,60,15,174,78,14,0
"CA15C",1,0,0,1,0,1,0,0
"CA2",6,5,1,1,0,0,0,0
"CA4A",523,173,105,63,64,44,12,0
"CA4B",2,3,14,0,1,0,0,0
"CA5",661,218,115,89,67,106,14,0
